Headline,Summary,Link,Ticker,RetrievalScore,Sentiment
"Manappuram Finance posts Rs 191-crore loss in Q4, declares dividend",Manappuram Finance Q4 Results: NBFC had reported a net profit of Rs 428 crore in Q4 FY24.,https://www.moneycontrol.com/news/business/earnings/manappuram-finance-q4-results-net-profit-falls-3-to-rs-414-crore-nbfc-declares-dividend-13019228.html,SOUTHBANK.NS,0.568,negative
"Macros, fundamentals, earnings will matter more for markets than simmering geo-political conflict, says Nilesh Shah of Envision Capital","He is of the view that while the next couple of months could see some amount of consolidation, a fresh uptrend can be expected post-July",https://www.moneycontrol.com/news/business/markets/macros-fundamentals-earnings-will-matter-more-for-markets-than-simmering-geo-political-conflict-says-nilesh-shah-of-envision-capital-13019280.html,63MOONS.NS,0.545,positive
"Macros, fundamentals, earnings will matter more for markets than simmering geo-political conflict, says Nilesh Shah of Envision Capital","He is of the view that while the next couple of months could see some amount of consolidation, a fresh uptrend can be expected post-July",https://www.moneycontrol.com/news/business/markets/macros-fundamentals-earnings-will-matter-more-for-markets-than-simmering-geo-political-conflict-says-nilesh-shah-of-envision-capital-13019280.html,MCX.NS,0.544,positive
"Macros, fundamentals, earnings will matter more for markets than simmering geo-political conflict, says Nilesh Shah of Envision Capital","He is of the view that while the next couple of months could see some amount of consolidation, a fresh uptrend can be expected post-July",https://www.moneycontrol.com/news/business/markets/macros-fundamentals-earnings-will-matter-more-for-markets-than-simmering-geo-political-conflict-says-nilesh-shah-of-envision-capital-13019280.html,CGCL.NS,0.543,positive
"Macros, fundamentals, earnings will matter more for markets than simmering geo-political conflict, says Nilesh Shah of Envision Capital","He is of the view that while the next couple of months could see some amount of consolidation, a fresh uptrend can be expected post-July",https://www.moneycontrol.com/news/business/markets/macros-fundamentals-earnings-will-matter-more-for-markets-than-simmering-geo-political-conflict-says-nilesh-shah-of-envision-capital-13019280.html,GEOJITFSL.NS,0.541,positive
"Macros, fundamentals, earnings will matter more for markets than simmering geo-political conflict, says Nilesh Shah of Envision Capital","He is of the view that while the next couple of months could see some amount of consolidation, a fresh uptrend can be expected post-July",https://www.moneycontrol.com/news/business/markets/macros-fundamentals-earnings-will-matter-more-for-markets-than-simmering-geo-political-conflict-says-nilesh-shah-of-envision-capital-13019280.html,BSE.NS,0.54,positive
"Technical View: Weekly chart pattern signals bears may tighten grip, 23,850 crucial for Nifty; VIX hits one-month high","The weekly options data suggests that the Nifty 50 may trade in the broader range of 23,500–25,000, while the immediate trading range could be between 23,800–24,500.",https://www.moneycontrol.com/news/business/markets/technical-view-weekly-chart-pattern-signals-bears-may-tighten-grip-23-850-crucial-for-nifty-vix-hits-one-month-high-13019215.html,IEX.NS,0.551,neutral
"Technical View: Weekly chart pattern signals bears may tighten grip, 23,850 crucial for Nifty; VIX hits one-month high","The weekly options data suggests that the Nifty 50 may trade in the broader range of 23,500–25,000, while the immediate trading range could be between 23,800–24,500.",https://www.moneycontrol.com/news/business/markets/technical-view-weekly-chart-pattern-signals-bears-may-tighten-grip-23-850-crucial-for-nifty-vix-hits-one-month-high-13019215.html,MCX.NS,0.519,neutral
"Technical View: Weekly chart pattern signals bears may tighten grip, 23,850 crucial for Nifty; VIX hits one-month high","The weekly options data suggests that the Nifty 50 may trade in the broader range of 23,500–25,000, while the immediate trading range could be between 23,800–24,500.",https://www.moneycontrol.com/news/business/markets/technical-view-weekly-chart-pattern-signals-bears-may-tighten-grip-23-850-crucial-for-nifty-vix-hits-one-month-high-13019215.html,MIDHANI.NS,0.486,neutral
"Technical View: Weekly chart pattern signals bears may tighten grip, 23,850 crucial for Nifty; VIX hits one-month high","The weekly options data suggests that the Nifty 50 may trade in the broader range of 23,500–25,000, while the immediate trading range could be between 23,800–24,500.",https://www.moneycontrol.com/news/business/markets/technical-view-weekly-chart-pattern-signals-bears-may-tighten-grip-23-850-crucial-for-nifty-vix-hits-one-month-high-13019215.html,BSE.NS,0.482,neutral
"Technical View: Weekly chart pattern signals bears may tighten grip, 23,850 crucial for Nifty; VIX hits one-month high","The weekly options data suggests that the Nifty 50 may trade in the broader range of 23,500–25,000, while the immediate trading range could be between 23,800–24,500.",https://www.moneycontrol.com/news/business/markets/technical-view-weekly-chart-pattern-signals-bears-may-tighten-grip-23-850-crucial-for-nifty-vix-hits-one-month-high-13019215.html,SHAREINDIA.NS,0.481,neutral
"Carnelian stays focused on BFSI, pharma, engineering; hikes exposure to Reliance, Kotak Bank","The PMS and AIF performance from April reflect continued overweight stance on BFSI, pharma, and engineering sectors, while reducing exposure to chemicals.",https://www.moneycontrol.com/news/business/markets/carnelian-stays-focused-on-bfsi-pharma-engineering-hikes-exposure-to-reliance-kotak-bank-13019275.html,RELIANCE.NS,0.645,positive
"Carnelian stays focused on BFSI, pharma, engineering; hikes exposure to Reliance, Kotak Bank","The PMS and AIF performance from April reflect continued overweight stance on BFSI, pharma, and engineering sectors, while reducing exposure to chemicals.",https://www.moneycontrol.com/news/business/markets/carnelian-stays-focused-on-bfsi-pharma-engineering-hikes-exposure-to-reliance-kotak-bank-13019275.html,TIINDIA.NS,0.633,positive
"Carnelian stays focused on BFSI, pharma, engineering; hikes exposure to Reliance, Kotak Bank","The PMS and AIF performance from April reflect continued overweight stance on BFSI, pharma, and engineering sectors, while reducing exposure to chemicals.",https://www.moneycontrol.com/news/business/markets/carnelian-stays-focused-on-bfsi-pharma-engineering-hikes-exposure-to-reliance-kotak-bank-13019275.html,GRASIM.NS,0.628,positive
"Carnelian stays focused on BFSI, pharma, engineering; hikes exposure to Reliance, Kotak Bank","The PMS and AIF performance from April reflect continued overweight stance on BFSI, pharma, and engineering sectors, while reducing exposure to chemicals.",https://www.moneycontrol.com/news/business/markets/carnelian-stays-focused-on-bfsi-pharma-engineering-hikes-exposure-to-reliance-kotak-bank-13019275.html,AIAENG.NS,0.623,positive
"Carnelian stays focused on BFSI, pharma, engineering; hikes exposure to Reliance, Kotak Bank","The PMS and AIF performance from April reflect continued overweight stance on BFSI, pharma, and engineering sectors, while reducing exposure to chemicals.",https://www.moneycontrol.com/news/business/markets/carnelian-stays-focused-on-bfsi-pharma-engineering-hikes-exposure-to-reliance-kotak-bank-13019275.html,DCAL.NS,0.619,positive
"No shortage of food grains, reserves are sufficient, says Agriculture Minister Shivraj Chouhan","Shivraj Singh Chouhan, Union Minister of agriculture and farmers welfare said the nation's rice and wheat reserves are full, and sufficient fruit and vegetable stock is being maintained. India also has a buffer of pulses, ensuring food security.",https://www.moneycontrol.com/news/business/no-shortage-of-food-grains-reserves-are-sufficient-says-agriculture-minister-shivraj-chouhan-13019121.html,KSCL.NS,0.59,positive
"No shortage of food grains, reserves are sufficient, says Agriculture Minister Shivraj Chouhan","Shivraj Singh Chouhan, Union Minister of agriculture and farmers welfare said the nation's rice and wheat reserves are full, and sufficient fruit and vegetable stock is being maintained. India also has a buffer of pulses, ensuring food security.",https://www.moneycontrol.com/news/business/no-shortage-of-food-grains-reserves-are-sufficient-says-agriculture-minister-shivraj-chouhan-13019121.html,UPL.NS,0.584,positive
"No shortage of food grains, reserves are sufficient, says Agriculture Minister Shivraj Chouhan","Shivraj Singh Chouhan, Union Minister of agriculture and farmers welfare said the nation's rice and wheat reserves are full, and sufficient fruit and vegetable stock is being maintained. India also has a buffer of pulses, ensuring food security.",https://www.moneycontrol.com/news/business/no-shortage-of-food-grains-reserves-are-sufficient-says-agriculture-minister-shivraj-chouhan-13019121.html,HERITGFOOD.NS,0.576,positive
"No shortage of food grains, reserves are sufficient, says Agriculture Minister Shivraj Chouhan","Shivraj Singh Chouhan, Union Minister of agriculture and farmers welfare said the nation's rice and wheat reserves are full, and sufficient fruit and vegetable stock is being maintained. India also has a buffer of pulses, ensuring food security.",https://www.moneycontrol.com/news/business/no-shortage-of-food-grains-reserves-are-sufficient-says-agriculture-minister-shivraj-chouhan-13019121.html,GODREJAGRO.NS,0.574,positive
"No shortage of food grains, reserves are sufficient, says Agriculture Minister Shivraj Chouhan","Shivraj Singh Chouhan, Union Minister of agriculture and farmers welfare said the nation's rice and wheat reserves are full, and sufficient fruit and vegetable stock is being maintained. India also has a buffer of pulses, ensuring food security.",https://www.moneycontrol.com/news/business/no-shortage-of-food-grains-reserves-are-sufficient-says-agriculture-minister-shivraj-chouhan-13019121.html,KRBL.NS,0.571,positive
"PSU banks step up branch review for adequate cash, safety guidelines",An official with a large PSU bank said the lender has stepped up cybersecurity and asked employees to not click any unauthorised links and report it to the IT department,https://www.moneycontrol.com/news/business/psu-banks-step-up-branch-review-for-adequate-cash-safety-guidelines-amid-escalating-india-pakistan-tensions-13019242.html,SOUTHBANK.NS,0.575,negative
"PSU banks step up branch review for adequate cash, safety guidelines",An official with a large PSU bank said the lender has stepped up cybersecurity and asked employees to not click any unauthorised links and report it to the IT department,https://www.moneycontrol.com/news/business/psu-banks-step-up-branch-review-for-adequate-cash-safety-guidelines-amid-escalating-india-pakistan-tensions-13019242.html,PNB.NS,0.56,negative
"PSU banks step up branch review for adequate cash, safety guidelines",An official with a large PSU bank said the lender has stepped up cybersecurity and asked employees to not click any unauthorised links and report it to the IT department,https://www.moneycontrol.com/news/business/psu-banks-step-up-branch-review-for-adequate-cash-safety-guidelines-amid-escalating-india-pakistan-tensions-13019242.html,CSBBANK.NS,0.55,negative
